CODE POSTAL,Département,Région
19500,CORREZE,LIMOUSIN
14540,CALVADOS,BASSE-NORMANDIE
68380,HAUT-RHIN,ALSACE
35320,ILLE-ET-VILAINE,BRETAGNE
28190,EURE-ET-LOIR,CENTRE
39380,JURA,FRANCHE-COMTE
85620,VENDEE,PAYS DE LA LOIRE
39800,JURA,FRANCHE-COMTE
76470,SEINE-MARITIME,HAUTE-NORMANDIE
76680,SEINE-MARITIME,HAUTE-NORMANDIE
77370,SEINE-ET-MARNE,ILE-DE-FRANCE
16240,CHARENTE,POITOU-CHARENTES
53500,MAYENNE,PAYS DE LA LOIRE
1300,AIN,RHONE-ALPES
38290,ISERE,RHONE-ALPES
16440,CHARENTE,POITOU-CHARENTES
39600,JURA,FRANCHE-COMTE
25870,DOUBS,FRANCHE-COMTE
68320,HAUT-RHIN,ALSACE
5150,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
76490,SEINE-MARITIME,HAUTE-NORMANDIE
14100,CALVADOS,BASSE-NORMANDIE
60600,OISE,PICARDIE
73460,SAVOIE,RHONE-ALPES
34700,HERAULT,LANGUEDOC-ROUSSILLON
86400,VIENNE,POITOU-CHARENTES
55600,MEUSE,LORRAINE
81530,TARN,MIDI-PYRENEES
11800,AUDE,LANGUEDOC-ROUSSILLON
59990,NORD,NORD-PAS-DE-CALAIS
44670,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
88240,VOSGES,LORRAINE
63320,PUY-DE-DOME,AUVERGNE
45460,LOIRET,CENTRE
57200,MOSELLE,LORRAINE
76870,SEINE-MARITIME,HAUTE-NORMANDIE
40320,LANDES,AQUITAINE
23000,CREUSE,LIMOUSIN
8400,ARDENNES,CHAMPAGNE-ARDENNE
57640,MOSELLE,LORRAINE
68210,HAUT-RHIN,ALSACE
21360,COTE-D'OR,BOURGOGNE
86110,VIENNE,POITOU-CHARENTES
16330,CHARENTE,POITOU-CHARENTES
81330,TARN,MIDI-PYRENEES
65100,HAUTES-PYRENEES,MIDI-PYRENEES
25330,DOUBS,FRANCHE-COMTE
51400,MARNE,CHAMPAGNE-ARDENNE
18220,CHER,CENTRE
25430,DOUBS,FRANCHE-COMTE
60440,OISE,PICARDIE
21270,COTE-D'OR,BOURGOGNE
58350,NIEVRE,BOURGOGNE
72300,SARTHE,PAYS DE LA LOIRE
64120,PYRENEES-ATLANTIQUES,AQUITAINE
35850,ILLE-ET-VILAINE,BRETAGNE
31320,HAUTE-GARONNE,MIDI-PYRENEES
50800,MANCHE,BASSE-NORMANDIE
24370,DORDOGNE,AQUITAINE
20252,HAUTE-CORSE,CORSE
77114,SEINE-ET-MARNE,ILE-DE-FRANCE
14310,CALVADOS,BASSE-NORMANDIE
63250,PUY-DE-DOME,AUVERGNE
42380,LOIRE,RHONE-ALPES
62890,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
57420,MOSELLE,LORRAINE
35290,ILLE-ET-VILAINE,BRETAGNE
8350,ARDENNES,CHAMPAGNE-ARDENNE
54700,MEURTHE-ET-MOSELLE,LORRAINE
21310,COTE-D'OR,BOURGOGNE
84120,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
28120,EURE-ET-LOIR,CENTRE
17300,CHARENTE-MARITIME,POITOU-CHARENTES
15700,CANTAL,AUVERGNE
45140,LOIRET,CENTRE
42920,LOIRE,RHONE-ALPES
36190,INDRE,CENTRE
39140,JURA,FRANCHE-COMTE
90300,TERRITOIRE DE BELFORT,FRANCHE-COMTE
16480,CHARENTE,POITOU-CHARENTES
2140,AISNE,PICARDIE
32340,GERS,MIDI-PYRENEES
3270,ALLIER,AUVERGNE
54330,MEURTHE-ET-MOSELLE,LORRAINE
81640,TARN,MIDI-PYRENEES
10210,AUBE,CHAMPAGNE-ARDENNE
76930,SEINE-MARITIME,HAUTE-NORMANDIE
8160,ARDENNES,CHAMPAGNE-ARDENNE
21350,COTE-D'OR,BOURGOGNE
90160,TERRITOIRE DE BELFORT,FRANCHE-COMTE
50250,MANCHE,BASSE-NORMANDIE
22210,COTES-D'ARMOR,BRETAGNE
80510,SOMME,PICARDIE
62770,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
44260,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
12230,AVEYRON,MIDI-PYRENEES
45570,LOIRET,CENTRE
48000,LOZERE,LANGUEDOC-ROUSSILLON
77480,SEINE-ET-MARNE,ILE-DE-FRANCE
62370,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
2140,AISNE,PICARDIE
59162,NORD,NORD-PAS-DE-CALAIS
7300,ARDECHE,RHONE-ALPES
32300,GERS,MIDI-PYRENEES
46120,LOT,MIDI-PYRENEES
71360,SAONE-ET-LOIRE,BOURGOGNE
73290,SAVOIE,RHONE-ALPES
86230,VIENNE,POITOU-CHARENTES
36210,INDRE,CENTRE
27320,EURE,HAUTE-NORMANDIE
18300,CHER,CENTRE
36100,INDRE,CENTRE
59122,NORD,NORD-PAS-DE-CALAIS
89700,YONNE,BOURGOGNE
87600,HAUTE-VIENNE,LIMOUSIN
58300,NIEVRE,BOURGOGNE
68480,HAUT-RHIN,ALSACE
7470,ARDECHE,RHONE-ALPES
54330,MEURTHE-ET-MOSELLE,LORRAINE
76190,SEINE-MARITIME,HAUTE-NORMANDIE
17700,CHARENTE-MARITIME,POITOU-CHARENTES
44140,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
10240,AUBE,CHAMPAGNE-ARDENNE
29870,FINISTERE,BRETAGNE
16380,CHARENTE,POITOU-CHARENTES
34200,HERAULT,LANGUEDOC-ROUSSILLON
74520,HAUTE-SAVOIE,RHONE-ALPES
73210,SAVOIE,RHONE-ALPES
27800,EURE,HAUTE-NORMANDIE
53290,MAYENNE,PAYS DE LA LOIRE
18110,CHER,CENTRE
25250,DOUBS,FRANCHE-COMTE
35120,ILLE-ET-VILAINE,BRETAGNE
88800,VOSGES,LORRAINE
8380,ARDENNES,CHAMPAGNE-ARDENNE
42560,LOIRE,RHONE-ALPES
38350,ISERE,RHONE-ALPES
89320,YONNE,BOURGOGNE
49150,MAINE-ET-LOIRE,PAYS DE LA LOIRE
90150,TERRITOIRE DE BELFORT,FRANCHE-COMTE
88500,VOSGES,LORRAINE
62134,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
55300,MEUSE,LORRAINE
77139,SEINE-ET-MARNE,ILE-DE-FRANCE
15270,CANTAL,AUVERGNE
33920,GIRONDE,AQUITAINE
70290,HAUTE-SAONE,FRANCHE-COMTE
61500,ORNE,BASSE-NORMANDIE
57580,MOSELLE,LORRAINE
6910,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
90300,TERRITOIRE DE BELFORT,FRANCHE-COMTE
30120,GARD,LANGUEDOC-ROUSSILLON
36200,INDRE,CENTRE
22240,COTES-D'ARMOR,BRETAGNE
76280,SEINE-MARITIME,HAUTE-NORMANDIE
69870,RHONE,RHONE-ALPES
49120,MAINE-ET-LOIRE,PAYS DE LA LOIRE
77300,SEINE-ET-MARNE,ILE-DE-FRANCE
28700,EURE-ET-LOIR,CENTRE
77145,SEINE-ET-MARNE,ILE-DE-FRANCE
54360,MEURTHE-ET-MOSELLE,LORRAINE
37150,INDRE-ET-LOIRE,CENTRE
85320,VENDEE,PAYS DE LA LOIRE
45330,LOIRET,CENTRE
15120,CANTAL,AUVERGNE
35160,ILLE-ET-VILAINE,BRETAGNE
14400,CALVADOS,BASSE-NORMANDIE
2100,AISNE,PICARDIE
40240,LANDES,AQUITAINE
12600,AVEYRON,MIDI-PYRENEES
11220,AUDE,LANGUEDOC-ROUSSILLON
91750,ESSONNE,ILE-DE-FRANCE
23140,CREUSE,LIMOUSIN
9300,ARIEGE,MIDI-PYRENEES
89740,YONNE,BOURGOGNE
51370,MARNE,CHAMPAGNE-ARDENNE
86600,VIENNE,POITOU-CHARENTES
49410,MAINE-ET-LOIRE,PAYS DE LA LOIRE
62170,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
14480,CALVADOS,BASSE-NORMANDIE
54470,MEURTHE-ET-MOSELLE,LORRAINE
21390,COTE-D'OR,BOURGOGNE
61230,ORNE,BASSE-NORMANDIE
18260,CHER,CENTRE
76440,SEINE-MARITIME,HAUTE-NORMANDIE
34220,HERAULT,LANGUEDOC-ROUSSILLON
88520,VOSGES,LORRAINE
16350,CHARENTE,POITOU-CHARENTES
46150,LOT,MIDI-PYRENEES
70230,HAUTE-SAONE,FRANCHE-COMTE
91640,ESSONNE,ILE-DE-FRANCE
27120,EURE,HAUTE-NORMANDIE
46340,LOT,MIDI-PYRENEES
76220,SEINE-MARITIME,HAUTE-NORMANDIE
88410,VOSGES,LORRAINE
15100,CANTAL,AUVERGNE
63910,PUY-DE-DOME,AUVERGNE
57340,MOSELLE,LORRAINE
72600,SARTHE,PAYS DE LA LOIRE
84390,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
65700,HAUTES-PYRENEES,MIDI-PYRENEES
77470,SEINE-ET-MARNE,ILE-DE-FRANCE
80270,SOMME,PICARDIE
37460,INDRE-ET-LOIRE,CENTRE
31350,HAUTE-GARONNE,MIDI-PYRENEES
53400,MAYENNE,PAYS DE LA LOIRE
80120,SOMME,PICARDIE
70200,HAUTE-SAONE,FRANCHE-COMTE
17330,CHARENTE-MARITIME,POITOU-CHARENTES
70300,HAUTE-SAONE,FRANCHE-COMTE
78124,YVELINES,ILE-DE-FRANCE
33250,GIRONDE,AQUITAINE
74380,HAUTE-SAVOIE,RHONE-ALPES
67160,BAS-RHIN,ALSACE
26300,DROME,RHONE-ALPES
65230,HAUTES-PYRENEES,MIDI-PYRENEES
95650,VAL-D'OISE,ILE-DE-FRANCE
69590,RHONE,RHONE-ALPES
78930,YVELINES,ILE-DE-FRANCE
89400,YONNE,BOURGOGNE
35500,ILLE-ET-VILAINE,BRETAGNE
16150,CHARENTE,POITOU-CHARENTES
56490,MORBIHAN,BRETAGNE
85400,VENDEE,PAYS DE LA LOIRE
2290,AISNE,PICARDIE
60510,OISE,PICARDIE
78125,YVELINES,ILE-DE-FRANCE
22160,COTES-D'ARMOR,BRETAGNE
25580,DOUBS,FRANCHE-COMTE
41350,LOIR-ET-CHER,CENTRE
58400,NIEVRE,BOURGOGNE
80140,SOMME,PICARDIE
63490,PUY-DE-DOME,AUVERGNE
63930,PUY-DE-DOME,AUVERGNE
32100,GERS,MIDI-PYRENEES
26400,DROME,RHONE-ALPES
24320,DORDOGNE,AQUITAINE
31140,HAUTE-GARONNE,MIDI-PYRENEES
69620,RHONE,RHONE-ALPES
16460,CHARENTE,POITOU-CHARENTES
62370,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
36130,INDRE,CENTRE
5500,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
68270,HAUT-RHIN,ALSACE
93140,SEINE-SAINT-DENIS,ILE-DE-FRANCE
20250,HAUTE-CORSE,CORSE
23110,CREUSE,LIMOUSIN
65350,HAUTES-PYRENEES,MIDI-PYRENEES
28190,EURE-ET-LOIR,CENTRE
86500,VIENNE,POITOU-CHARENTES
17200,CHARENTE-MARITIME,POITOU-CHARENTES
1290,AIN,RHONE-ALPES
57320,MOSELLE,LORRAINE
51300,MARNE,CHAMPAGNE-ARDENNE
1560,AIN,RHONE-ALPES
84190,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
52000,HAUTE-MARNE,CHAMPAGNE-ARDENNE
51120,MARNE,CHAMPAGNE-ARDENNE
72260,SARTHE,PAYS DE LA LOIRE
54490,MEURTHE-ET-MOSELLE,LORRAINE
7000,ARDECHE,RHONE-ALPES
30350,GARD,LANGUEDOC-ROUSSILLON
17400,CHARENTE-MARITIME,POITOU-CHARENTES
63790,PUY-DE-DOME,AUVERGNE
82330,TARN-ET-GARONNE,MIDI-PYRENEES
33620,GIRONDE,AQUITAINE
72540,SARTHE,PAYS DE LA LOIRE
30560,GARD,LANGUEDOC-ROUSSILLON
58310,NIEVRE,BOURGOGNE
17600,CHARENTE-MARITIME,POITOU-CHARENTES
57565,MOSELLE,LORRAINE
80150,SOMME,PICARDIE
80240,SOMME,PICARDIE
55110,MEUSE,LORRAINE
74440,HAUTE-SAVOIE,RHONE-ALPES
62270,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
8200,ARDENNES,CHAMPAGNE-ARDENNE
12330,AVEYRON,MIDI-PYRENEES
60000,OISE,PICARDIE
24500,DORDOGNE,AQUITAINE
6710,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
76480,SEINE-MARITIME,HAUTE-NORMANDIE
17230,CHARENTE-MARITIME,POITOU-CHARENTES
11240,AUDE,LANGUEDOC-ROUSSILLON
76890,SEINE-MARITIME,HAUTE-NORMANDIE
46600,LOT,MIDI-PYRENEES
44540,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
39270,JURA,FRANCHE-COMTE
11160,AUDE,LANGUEDOC-ROUSSILLON
2600,AISNE,PICARDIE
24210,DORDOGNE,AQUITAINE
76780,SEINE-MARITIME,HAUTE-NORMANDIE
47340,LOT-ET-GARONNE,AQUITAINE
64120,PYRENEES-ATLANTIQUES,AQUITAINE
69640,RHONE,RHONE-ALPES
30129,GARD,LANGUEDOC-ROUSSILLON
77440,SEINE-ET-MARNE,ILE-DE-FRANCE
10140,AUBE,CHAMPAGNE-ARDENNE
52130,HAUTE-MARNE,CHAMPAGNE-ARDENNE
88210,VOSGES,LORRAINE
11330,AUDE,LANGUEDOC-ROUSSILLON
55000,MEUSE,LORRAINE
52300,HAUTE-MARNE,CHAMPAGNE-ARDENNE
63300,PUY-DE-DOME,AUVERGNE
85440,VENDEE,PAYS DE LA LOIRE
54290,MEURTHE-ET-MOSELLE,LORRAINE
33670,GIRONDE,AQUITAINE
88440,VOSGES,LORRAINE
61210,ORNE,BASSE-NORMANDIE
61800,ORNE,BASSE-NORMANDIE
85000,VENDEE,PAYS DE LA LOIRE
29190,FINISTERE,BRETAGNE
76660,SEINE-MARITIME,HAUTE-NORMANDIE
9350,ARIEGE,MIDI-PYRENEES
28630,EURE-ET-LOIR,CENTRE
57230,MOSELLE,LORRAINE
4340,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
36290,INDRE,CENTRE
76660,SEINE-MARITIME,HAUTE-NORMANDIE
65100,HAUTES-PYRENEES,MIDI-PYRENEES
57530,MOSELLE,LORRAINE
40390,LANDES,AQUITAINE
62760,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
31380,HAUTE-GARONNE,MIDI-PYRENEES
65190,HAUTES-PYRENEES,MIDI-PYRENEES
46800,LOT,MIDI-PYRENEES
50190,MANCHE,BASSE-NORMANDIE
19400,CORREZE,LIMOUSIN
63730,PUY-DE-DOME,AUVERGNE
49123,MAINE-ET-LOIRE,PAYS DE LA LOIRE
61800,ORNE,BASSE-NORMANDIE
40110,LANDES,AQUITAINE
69210,RHONE,RHONE-ALPES
14140,CALVADOS,BASSE-NORMANDIE
55120,MEUSE,LORRAINE
26400,DROME,RHONE-ALPES
73370,SAVOIE,RHONE-ALPES
47200,LOT-ET-GARONNE,AQUITAINE
10110,AUBE,CHAMPAGNE-ARDENNE
10210,AUBE,CHAMPAGNE-ARDENNE
57220,MOSELLE,LORRAINE
61100,ORNE,BASSE-NORMANDIE
89160,YONNE,BOURGOGNE
22580,COTES-D'ARMOR,BRETAGNE
17160,CHARENTE-MARITIME,POITOU-CHARENTES
20112,CORSE-DU-SUD,CORSE
30750,GARD,LANGUEDOC-ROUSSILLON
60190,OISE,PICARDIE
89260,YONNE,BOURGOGNE
24240,DORDOGNE,AQUITAINE
56500,MORBIHAN,BRETAGNE
57420,MOSELLE,LORRAINE
27500,EURE,HAUTE-NORMANDIE
34190,HERAULT,LANGUEDOC-ROUSSILLON
14400,CALVADOS,BASSE-NORMANDIE
33460,GIRONDE,AQUITAINE
64210,PYRENEES-ATLANTIQUES,AQUITAINE
89290,YONNE,BOURGOGNE
43260,HAUTE-LOIRE,AUVERGNE
67320,BAS-RHIN,ALSACE
14610,CALVADOS,BASSE-NORMANDIE
76340,SEINE-MARITIME,HAUTE-NORMANDIE
85140,VENDEE,PAYS DE LA LOIRE
64350,PYRENEES-ATLANTIQUES,AQUITAINE
61290,ORNE,BASSE-NORMANDIE
36100,INDRE,CENTRE
27330,EURE,HAUTE-NORMANDIE
53240,MAYENNE,PAYS DE LA LOIRE
66620,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
25440,DOUBS,FRANCHE-COMTE
7120,ARDECHE,RHONE-ALPES
38320,ISERE,RHONE-ALPES
48210,LOZERE,LANGUEDOC-ROUSSILLON
31270,HAUTE-GARONNE,MIDI-PYRENEES
10500,AUBE,CHAMPAGNE-ARDENNE
40990,LANDES,AQUITAINE
45340,LOIRET,CENTRE
74140,HAUTE-SAVOIE,RHONE-ALPES
64121,PYRENEES-ATLANTIQUES,AQUITAINE
39110,JURA,FRANCHE-COMTE
39240,JURA,FRANCHE-COMTE
30770,GARD,LANGUEDOC-ROUSSILLON
63470,PUY-DE-DOME,AUVERGNE
24800,DORDOGNE,AQUITAINE
12420,AVEYRON,MIDI-PYRENEES
80600,SOMME,PICARDIE
14160,CALVADOS,BASSE-NORMANDIE
68570,HAUT-RHIN,ALSACE
86420,VIENNE,POITOU-CHARENTES
92210,HAUTS-DE-SEINE,ILE-DE-FRANCE
80300,SOMME,PICARDIE
62170,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
57480,MOSELLE,LORRAINE
64220,PYRENEES-ATLANTIQUES,AQUITAINE
37800,INDRE-ET-LOIRE,CENTRE
76450,SEINE-MARITIME,HAUTE-NORMANDIE
32800,GERS,MIDI-PYRENEES
1800,AIN,RHONE-ALPES
60410,OISE,PICARDIE
89210,YONNE,BOURGOGNE
23200,CREUSE,LIMOUSIN
10300,AUBE,CHAMPAGNE-ARDENNE
81140,TARN,MIDI-PYRENEES
79390,DEUX-SEVRES,POITOU-CHARENTES
32150,GERS,MIDI-PYRENEES
89710,YONNE,BOURGOGNE
88300,VOSGES,LORRAINE
64470,PYRENEES-ATLANTIQUES,AQUITAINE
85120,VENDEE,PAYS DE LA LOIRE
41800,LOIR-ET-CHER,CENTRE
24110,DORDOGNE,AQUITAINE
54740,MEURTHE-ET-MOSELLE,LORRAINE
76440,SEINE-MARITIME,HAUTE-NORMANDIE
25580,DOUBS,FRANCHE-COMTE
76750,SEINE-MARITIME,HAUTE-NORMANDIE
24220,DORDOGNE,AQUITAINE
36500,INDRE,CENTRE
72170,SARTHE,PAYS DE LA LOIRE
26120,DROME,RHONE-ALPES
52130,HAUTE-MARNE,CHAMPAGNE-ARDENNE
53110,MAYENNE,PAYS DE LA LOIRE
15150,CANTAL,AUVERGNE
53220,MAYENNE,PAYS DE LA LOIRE
27210,EURE,HAUTE-NORMANDIE
24310,DORDOGNE,AQUITAINE
62810,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
73630,SAVOIE,RHONE-ALPES
27520,EURE,HAUTE-NORMANDIE
77139,SEINE-ET-MARNE,ILE-DE-FRANCE
22490,COTES-D'ARMOR,BRETAGNE
71130,SAONE-ET-LOIRE,BOURGOGNE
71270,SAONE-ET-LOIRE,BOURGOGNE
81120,TARN,MIDI-PYRENEES
3160,ALLIER,AUVERGNE
94380,VAL-DE-MARNE,ILE-DE-FRANCE
12360,AVEYRON,MIDI-PYRENEES
40300,LANDES,AQUITAINE
89240,YONNE,BOURGOGNE
89110,YONNE,BOURGOGNE
2250,AISNE,PICARDIE
67150,BAS-RHIN,ALSACE
87400,HAUTE-VIENNE,LIMOUSIN
67600,BAS-RHIN,ALSACE
52190,HAUTE-MARNE,CHAMPAGNE-ARDENNE
82370,TARN-ET-GARONNE,MIDI-PYRENEES
80260,SOMME,PICARDIE
43380,HAUTE-LOIRE,AUVERGNE
90170,TERRITOIRE DE BELFORT,FRANCHE-COMTE
2500,AISNE,PICARDIE
9140,ARIEGE,MIDI-PYRENEES
22550,COTES-D'ARMOR,BRETAGNE
64170,PYRENEES-ATLANTIQUES,AQUITAINE
59125,NORD,NORD-PAS-DE-CALAIS
74250,HAUTE-SAVOIE,RHONE-ALPES
10200,AUBE,CHAMPAGNE-ARDENNE
27930,EURE,HAUTE-NORMANDIE
84000,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
80360,SOMME,PICARDIE
64160,PYRENEES-ATLANTIQUES,AQUITAINE
28150,EURE-ET-LOIR,CENTRE
68130,HAUT-RHIN,ALSACE
33120,GIRONDE,AQUITAINE
41140,LOIR-ET-CHER,CENTRE
88220,VOSGES,LORRAINE
2130,AISNE,PICARDIE
69400,RHONE,RHONE-ALPES
51110,MARNE,CHAMPAGNE-ARDENNE
47200,LOT-ET-GARONNE,AQUITAINE
33190,GIRONDE,AQUITAINE
62580,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
50000,MANCHE,BASSE-NORMANDIE
76590,SEINE-MARITIME,HAUTE-NORMANDIE
47800,LOT-ET-GARONNE,AQUITAINE
86330,VIENNE,POITOU-CHARENTES
34800,HERAULT,LANGUEDOC-ROUSSILLON
15400,CANTAL,AUVERGNE
8300,ARDENNES,CHAMPAGNE-ARDENNE
36500,INDRE,CENTRE
40230,LANDES,AQUITAINE
76780,SEINE-MARITIME,HAUTE-NORMANDIE
71240,SAONE-ET-LOIRE,BOURGOGNE
27500,EURE,HAUTE-NORMANDIE
18300,CHER,CENTRE
12290,AVEYRON,MIDI-PYRENEES
8130,ARDENNES,CHAMPAGNE-ARDENNE
18110,CHER,CENTRE
87130,HAUTE-VIENNE,LIMOUSIN
62158,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
25720,DOUBS,FRANCHE-COMTE
89420,YONNE,BOURGOGNE
70700,HAUTE-SAONE,FRANCHE-COMTE
36100,INDRE,CENTRE
88700,VOSGES,LORRAINE
40230,LANDES,AQUITAINE
77610,SEINE-ET-MARNE,ILE-DE-FRANCE
62350,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
87370,HAUTE-VIENNE,LIMOUSIN
66320,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
68490,HAUT-RHIN,ALSACE
41250,LOIR-ET-CHER,CENTRE
42240,LOIRE,RHONE-ALPES
55170,MEUSE,LORRAINE
91780,ESSONNE,ILE-DE-FRANCE
21140,COTE-D'OR,BOURGOGNE
43230,HAUTE-LOIRE,AUVERGNE
55500,MEUSE,LORRAINE
49520,MAINE-ET-LOIRE,PAYS DE LA LOIRE
54300,MEURTHE-ET-MOSELLE,LORRAINE
88700,VOSGES,LORRAINE
19250,CORREZE,LIMOUSIN
81220,TARN,MIDI-PYRENEES
62150,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
73600,SAVOIE,RHONE-ALPES
16730,CHARENTE,POITOU-CHARENTES
67360,BAS-RHIN,ALSACE
2860,AISNE,PICARDIE
81580,TARN,MIDI-PYRENEES
97436,REUNION,REUNION
66270,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
17540,CHARENTE-MARITIME,POITOU-CHARENTES
30760,GARD,LANGUEDOC-ROUSSILLON
23700,CREUSE,LIMOUSIN
67117,BAS-RHIN,ALSACE
43370,HAUTE-LOIRE,AUVERGNE
33240,GIRONDE,AQUITAINE
54330,MEURTHE-ET-MOSELLE,LORRAINE
27910,EURE,HAUTE-NORMANDIE
65170,HAUTES-PYRENEES,MIDI-PYRENEES
59310,NORD,NORD-PAS-DE-CALAIS
52160,HAUTE-MARNE,CHAMPAGNE-ARDENNE
12600,AVEYRON,MIDI-PYRENEES
81700,TARN,MIDI-PYRENEES
49460,MAINE-ET-LOIRE,PAYS DE LA LOIRE
71960,SAONE-ET-LOIRE,BOURGOGNE
4530,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
19210,CORREZE,LIMOUSIN
73420,SAVOIE,RHONE-ALPES
54620,MEURTHE-ET-MOSELLE,LORRAINE
10700,AUBE,CHAMPAGNE-ARDENNE
17780,CHARENTE-MARITIME,POITOU-CHARENTES
14130,CALVADOS,BASSE-NORMANDIE
26770,DROME,RHONE-ALPES
51160,MARNE,CHAMPAGNE-ARDENNE
54600,MEURTHE-ET-MOSELLE,LORRAINE
68210,HAUT-RHIN,ALSACE
66210,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
57580,MOSELLE,LORRAINE
15100,CANTAL,AUVERGNE
2000,AISNE,PICARDIE
17460,CHARENTE-MARITIME,POITOU-CHARENTES
78200,YVELINES,ILE-DE-FRANCE
4310,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
60480,OISE,PICARDIE
43580,HAUTE-LOIRE,AUVERGNE
1190,AIN,RHONE-ALPES
38370,ISERE,RHONE-ALPES
32810,GERS,MIDI-PYRENEES
50110,MANCHE,BASSE-NORMANDIE
34290,HERAULT,LANGUEDOC-ROUSSILLON
95580,VAL-D'OISE,ILE-DE-FRANCE
9310,ARIEGE,MIDI-PYRENEES
20232,HAUTE-CORSE,CORSE
76111,SEINE-MARITIME,HAUTE-NORMANDIE
9400,ARIEGE,MIDI-PYRENEES
79500,DEUX-SEVRES,POITOU-CHARENTES
2400,AISNE,PICARDIE
39570,JURA,FRANCHE-COMTE
64410,PYRENEES-ATLANTIQUES,AQUITAINE
40330,LANDES,AQUITAINE
15100,CANTAL,AUVERGNE
65290,HAUTES-PYRENEES,MIDI-PYRENEES
14280,CALVADOS,BASSE-NORMANDIE
33670,GIRONDE,AQUITAINE
93430,SEINE-SAINT-DENIS,ILE-DE-FRANCE
27370,EURE,HAUTE-NORMANDIE
72260,SARTHE,PAYS DE LA LOIRE
70100,HAUTE-SAONE,FRANCHE-COMTE
62470,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
81110,TARN,MIDI-PYRENEES
59390,NORD,NORD-PAS-DE-CALAIS
65400,HAUTES-PYRENEES,MIDI-PYRENEES
28200,EURE-ET-LOIR,CENTRE
63500,PUY-DE-DOME,AUVERGNE
49140,MAINE-ET-LOIRE,PAYS DE LA LOIRE
39300,JURA,FRANCHE-COMTE
22290,COTES-D'ARMOR,BRETAGNE
39800,JURA,FRANCHE-COMTE
49540,MAINE-ET-LOIRE,PAYS DE LA LOIRE
85410,VENDEE,PAYS DE LA LOIRE
21520,COTE-D'OR,BOURGOGNE
45250,LOIRET,CENTRE
46330,LOT,MIDI-PYRENEES
71470,SAONE-ET-LOIRE,BOURGOGNE
50520,MANCHE,BASSE-NORMANDIE
25150,DOUBS,FRANCHE-COMTE
61160,ORNE,BASSE-NORMANDIE
2240,AISNE,PICARDIE
67930,BAS-RHIN,ALSACE
9700,ARIEGE,MIDI-PYRENEES
77133,SEINE-ET-MARNE,ILE-DE-FRANCE
26560,DROME,RHONE-ALPES
65330,HAUTES-PYRENEES,MIDI-PYRENEES
17380,CHARENTE-MARITIME,POITOU-CHARENTES
67350,BAS-RHIN,ALSACE
85150,VENDEE,PAYS DE LA LOIRE
54114,MEURTHE-ET-MOSELLE,LORRAINE
62164,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
88650,VOSGES,LORRAINE
38110,ISERE,RHONE-ALPES
15800,CANTAL,AUVERGNE
59158,NORD,NORD-PAS-DE-CALAIS
86700,VIENNE,POITOU-CHARENTES
9300,ARIEGE,MIDI-PYRENEES
14170,CALVADOS,BASSE-NORMANDIE
87260,HAUTE-VIENNE,LIMOUSIN
41120,LOIR-ET-CHER,CENTRE
22290,COTES-D'ARMOR,BRETAGNE
30210,GARD,LANGUEDOC-ROUSSILLON
57320,MOSELLE,LORRAINE
18110,CHER,CENTRE
2800,AISNE,PICARDIE
64120,PYRENEES-ATLANTIQUES,AQUITAINE
29190,FINISTERE,BRETAGNE
